TIME,ATM,STRIKE,CE_OPEN,CE_CLOSE,CE_HIGH,CE_LOW,CE_OVERALL_HIGH,CE_OVERALL_HIGH_TIME,CE_OVERALL_LOW,CE_OVERALL_LOW_TIME,PE_OPEN,PE_CLOSE,PE_HIGH,PE_LOW,PE_OVERALL_HIGH,PE_OVERALL_HIGH_TIME,PE_OVERALL_LOW,PE_OVERALL_LOW_TIME
09:15:00,ATM-600,16600,594.0,592.1,617.2,592.1,625.0,09:30:00,456.5,15:20:00,22.0,9.45,22.0,7.2,22.0,09:15:00,3.85,14:55:00
09:15:00,ATM-550,16650,-,-,-,-,-,-,-,-,24.0,11.65,24.0,8.3,24.0,09:15:00,4.4,14:55:00
09:15:00,ATM-500,16700,494.0,488.9,523.2,488.9,527.55,09:30:00,351.4,15:20:00,28.0,13.6,28.0,10.0,28.0,09:15:00,5.4,14:55:00
09:15:00,ATM-450,16750,460.25,452.35,480.85,452.15,480.85,09:15:00,307.35,15:20:00,15.0,16.45,24.8,12.7,24.8,09:15:00,6.7,14:55:00
09:15:00,ATM-400,16800,383.0,400.35,432.9,360.15,433.35,09:30:00,259.85,15:20:00,26.45,20.4,28.0,14.5,28.0,09:15:00,8.6,14:50:00
09:15:00,ATM-350,16850,374.3,356.95,386.15,350.1,386.15,09:15:00,216.55,15:20:00,54.65,25.0,54.65,17.85,54.65,09:15:00,11.25,14:50:00
09:15:00,ATM-300,16900,326.35,310.85,341.15,304.45,341.15,09:15:00,175.7,15:20:00,44.6,31.0,59.95,21.75,59.95,09:15:00,14.85,14:50:00
09:15:00,ATM-250,16950,250.0,270.25,298.5,250.0,298.5,09:15:00,140.0,15:20:00,84.65,38.65,84.65,27.8,84.65,09:15:00,19.95,14:50:00
09:15:00,ATM-200,17000,215.0,228.65,255.85,215.0,255.85,09:15:00,106.3,15:20:00,69.0,49.15,69.0,36.05,69.0,09:15:00,26.85,14:50:00
09:15:00,ATM-150,17050,181.95,191.1,217.2,181.95,217.2,09:15:00,79.1,15:20:00,87.8,61.35,87.8,47.15,87.8,09:15:00,36.8,14:50:00
