TIME,ATM,STRIKE,CE_OPEN,CE_CLOSE,CE_HIGH,CE_LOW,CE_OVERALL_HIGH,CE_OVERALL_HIGH_TIME,CE_OVERALL_LOW,CE_OVERALL_LOW_TIME,PE_OPEN,PE_CLOSE,PE_HIGH,PE_LOW,PE_OVERALL_HIGH,PE_OVERALL_HIGH_TIME,PE_OVERALL_LOW,PE_OVERALL_LOW_TIME
09:50:00,ATM-1250,15950,-,-,-,-,-,-,-,-,1.75,1.75,1.9,1.7,1.9,10:25:00,0.65,15:05:00
09:50:00,ATM-1200,16000,1178.5,1178.5,1186.15,1156.0,1194.4,11:35:00,1045.0,15:20:00,2.0,1.9,2.1,1.9,2.05,10:20:00,0.7,15:05:00
09:50:00,ATM-1150,16050,-,-,-,-,-,-,-,-,2.1,2.1,2.3,2.1,2.3,10:35:00,0.7,15:00:00
09:50:00,ATM-1100,16100,-,-,-,-,-,-,-,-,2.35,2.3,2.5,2.25,2.45,10:25:00,0.7,15:05:00
09:50:00,ATM-1050,16150,-,-,-,-,-,-,-,-,2.6,2.55,2.8,2.55,2.7,10:35:00,0.95,15:05:00
09:50:00,ATM-1000,16200,-,-,-,-,-,-,-,-,2.85,2.8,3.1,2.8,2.95,10:25:00,1.05,15:00:00
09:50:00,ATM-950,16250,-,-,-,-,-,-,-,-,3.3,3.25,3.55,3.15,3.4,10:25:00,1.25,14:45:00
09:50:00,ATM-900,16300,-,-,-,-,-,-,-,-,3.7,3.65,3.95,3.6,3.85,10:15:00,1.5,14:50:00
09:50:00,ATM-850,16350,-,-,-,-,-,-,-,-,4.2,4.15,4.55,4.1,4.55,10:15:00,1.6,14:50:00
09:50:00,ATM-800,16400,-,-,-,-,-,-,-,-,4.8,4.75,5.25,4.6,5.35,10:15:00,2.1,13:25:00
09:50:00,ATM-750,16450,-,-,-,-,-,-,-,-,5.5,5.5,6.1,5.3,6.35,10:15:00,2.45,14:50:00
09:50:00,ATM-700,16500,686.0,684.05,689.55,659.15,697.0,11:35:00,547.0,15:20:00,6.45,6.4,7.15,6.2,7.55,10:15:00,2.95,14:50:00
09:50:00,ATM-650,16550,-,-,-,-,-,-,-,-,7.3,7.25,8.2,7.0,8.85,10:15:00,3.3,14:50:00
09:50:00,ATM-600,16600,587.0,590.0,592.0,560.0,600.0,11:35:00,456.5,15:20:00,8.4,8.35,9.5,8.1,10.55,10:15:00,3.85,14:55:00
09:50:00,ATM-550,16650,-,-,-,-,-,-,-,-,9.55,9.65,11.1,9.2,12.35,10:15:00,4.4,14:55:00
09:50:00,ATM-500,16700,494.45,490.3,494.45,464.5,501.65,09:55:00,351.4,15:20:00,11.55,11.65,13.3,10.95,15.2,10:15:00,5.4,14:55:00
09:50:00,ATM-450,16750,447.1,447.1,447.1,418.45,453.95,09:55:00,307.35,15:20:00,13.75,13.9,16.05,13.0,18.4,10:15:00,6.7,14:55:00
09:50:00,ATM-400,16800,393.6,392.75,399.9,371.0,407.55,09:55:00,259.85,15:20:00,16.55,16.65,19.5,15.65,22.8,10:40:00,8.6,14:50:00
09:50:00,ATM-350,16850,348.8,348.75,353.55,326.05,360.5,11:35:00,216.55,15:20:00,20.0,20.5,24.2,18.95,28.75,10:40:00,11.25,14:50:00
09:50:00,ATM-300,16900,303.1,302.35,307.85,279.45,315.0,09:55:00,175.7,15:20:00,25.2,25.9,30.4,23.85,36.7,10:45:00,14.85,14:50:00
09:50:00,ATM-250,16950,260.25,259.7,265.3,239.0,271.35,09:55:00,140.0,15:20:00,32.4,32.85,38.7,30.55,47.35,15:15:00,19.95,14:50:00
09:50:00,ATM-200,17000,218.75,218.7,223.65,199.0,229.85,09:55:00,106.3,15:20:00,41.7,42.5,49.6,39.5,64.55,15:20:00,26.85,14:50:00
09:50:00,ATM-150,17050,180.95,181.95,185.7,163.15,190.9,09:55:00,79.1,15:20:00,53.8,54.55,63.4,50.95,87.6,15:15:00,36.8,14:50:00
09:50:00,ATM-100,17100,146.85,146.55,150.65,130.3,154.9,09:55:00,56.8,15:20:00,69.15,70.15,80.6,65.85,115.0,15:15:00,50.55,14:50:00
09:50:00,ATM-50,17150,116.55,115.7,119.45,103.0,122.8,09:55:00,39.6,15:20:00,88.3,89.9,102.45,84.55,147.45,15:20:00,69.2,14:50:00
09:50:00,ATM,17200,90.15,90.2,92.8,79.2,95.6,09:55:00,26.7,15:20:00,112.35,114.0,128.65,107.75,185.0,15:20:00,92.9,14:50:00
09:50:00,ATM+50,17250,68.3,68.0,70.6,59.65,72.6,09:55:00,17.5,15:20:00,140.65,141.45,159.8,135.5,225.1,15:20:00,121.6,11:35:00
09:50:00,ATM+100,17300,50.15,50.05,51.75,43.5,53.15,09:55:00,11.05,15:20:00,172.8,172.75,193.95,167.35,268.55,15:20:00,152.35,11:35:00
09:50:00,ATM+150,17350,35.75,35.7,36.9,31.0,38.0,09:55:00,6.55,15:25:00,208.35,209.35,230.4,202.4,314.4,15:20:00,188.0,11:35:00
09:50:00,ATM+200,17400,24.9,24.85,25.95,21.75,26.4,09:55:00,4.2,15:25:00,247.4,247.5,272.0,240.9,361.5,15:20:00,226.6,11:35:00
09:50:00,ATM+250,17450,16.95,16.85,17.6,14.8,17.8,09:55:00,2.95,15:30:00,286.7,289.9,313.6,283.55,408.45,15:20:00,270.0,11:35:00
09:50:00,ATM+300,17500,11.5,11.4,11.95,10.15,11.9,09:55:00,2.6,15:10:00,334.8,336.3,360.8,327.65,460.85,15:20:00,314.55,11:35:00
09:50:00,ATM+350,17550,7.55,7.5,7.75,6.75,7.75,09:55:00,2.05,14:45:00,-,-,-,-,-,-,-,-
09:50:00,ATM+400,17600,5.05,5.0,5.2,4.7,5.1,09:50:00,1.7,15:15:00,423.45,427.25,452.0,422.0,558.45,15:20:00,410.0,11:35:00
09:50:00,ATM+450,17650,3.55,3.45,3.7,3.4,3.6,09:50:00,1.45,15:00:00,470.0,474.0,501.0,470.0,600.85,15:15:00,459.4,11:35:00
09:50:00,ATM+500,17700,2.65,2.6,2.8,2.55,2.7,09:50:00,1.3,12:05:00,-,-,-,-,-,-,-,-
09:50:00,ATM+550,17750,2.2,2.1,2.3,2.1,2.2,09:50:00,1.15,12:05:00,596.15,596.15,596.15,596.15,689.15,15:15:00,561.1,11:35:00
09:50:00,ATM+600,17800,1.8,1.75,1.9,1.75,1.85,09:50:00,1.0,12:15:00,624.4,624.4,650.0,618.0,758.0,15:20:00,610.0,11:35:00
09:50:00,ATM+650,17850,1.65,1.6,1.75,1.6,1.65,09:50:00,0.9,12:30:00,-,-,-,-,-,-,-,-
09:50:00,ATM+700,17900,1.4,1.45,1.5,1.4,1.5,15:30:00,0.8,12:20:00,723.05,719.35,746.3,719.35,856.45,15:15:00,711.95,11:35:00
09:50:00,ATM+750,17950,1.3,1.35,1.4,1.3,1.5,15:25:00,0.8,12:05:00,-,-,-,-,-,-,-,-
09:50:00,ATM+800,18000,1.25,1.3,1.3,1.2,1.55,15:25:00,0.75,12:30:00,820.0,823.4,848.65,816.45,955.95,15:20:00,809.75,11:35:00
09:50:00,ATM+850,18050,1.1,1.15,1.15,1.1,1.45,15:30:00,0.65,12:35:00,-,-,-,-,-,-,-,-
09:50:00,ATM+900,18100,1.1,1.1,1.15,1.05,1.35,15:25:00,0.6,15:05:00,-,-,-,-,-,-,-,-
09:50:00,ATM+950,18150,1.05,1.0,1.1,1.0,1.35,15:25:00,0.6,12:30:00,-,-,-,-,-,-,-,-
09:50:00,ATM+1000,18200,0.9,0.95,1.05,0.9,1.2,15:25:00,0.45,15:00:00,-,-,-,-,-,-,-,-
09:50:00,ATM+1050,18250,0.8,0.8,0.95,0.8,1.2,15:25:00,0.45,15:05:00,-,-,-,-,-,-,-,-
09:50:00,ATM+1100,18300,0.8,0.75,0.9,0.75,1.25,15:25:00,0.45,12:30:00,-,-,-,-,-,-,-,-
09:50:00,ATM+1150,18350,0.85,0.85,0.9,0.85,1.25,15:25:00,0.35,13:55:00,-,-,-,-,-,-,-,-
09:50:00,ATM+1200,18400,0.7,0.75,0.85,0.7,1.1,15:25:00,0.4,13:55:00,-,-,-,-,-,-,-,-
09:50:00,ATM+1250,18450,0.8,0.8,0.8,0.8,1.15,15:25:00,0.3,15:25:00,-,-,-,-,-,-,-,-
09:50:00,ATM+1300,18500,0.8,0.75,0.85,0.75,1.0,15:30:00,0.4,10:05:00,1321.0,1321.0,1348.7,1321.0,1460.65,15:20:00,1305.9,11:35:00
09:50:00,ATM+1350,18550,0.75,0.75,0.8,0.75,0.85,11:10:00,0.4,12:10:00,-,-,-,-,-,-,-,-
09:50:00,ATM+1450,18650,0.7,0.7,0.7,0.7,0.95,15:30:00,0.4,10:15:00,-,-,-,-,-,-,-,-
09:50:00,ATM+1500,18700,0.7,0.7,0.75,0.65,0.8,15:30:00,0.35,10:10:00,-,-,-,-,-,-,-,-
09:50:00,ATM+1550,18750,0.6,0.6,0.6,0.6,0.7,11:10:00,0.35,14:55:00,-,-,-,-,-,-,-,-
09:50:00,ATM+1600,18800,0.65,0.65,0.75,0.65,0.8,15:30:00,0.4,10:05:00,-,-,-,-,-,-,-,-
09:50:00,ATM+1650,18850,0.75,0.75,0.75,0.75,0.9,15:30:00,0.5,10:05:00,-,-,-,-,-,-,-,-
09:50:00,ATM+1700,18900,0.65,0.65,0.7,0.65,0.8,15:25:00,0.4,10:05:00,-,-,-,-,-,-,-,-
09:50:00,ATM+1750,18950,0.7,0.7,0.7,0.7,0.75,15:30:00,0.4,10:10:00,-,-,-,-,-,-,-,-
09:50:00,ATM+1800,19000,0.55,0.55,0.6,0.55,0.85,15:30:00,0.35,10:10:00,-,-,-,-,-,-,-,-
09:50:00,ATM+2200,19400,0.5,0.5,0.55,0.5,0.85,15:30:00,0.35,10:15:00,-,-,-,-,-,-,-,-
09:50:00,ATM+2300,19500,0.35,0.4,0.4,0.35,0.8,15:25:00,0.25,10:10:00,2325.6,2324.95,2349.5,2323.3,2457.5,15:20:00,2310.0,11:35:00
09:50:00,ATM+2400,19600,0.35,0.35,0.4,0.35,0.75,15:30:00,0.25,14:25:00,-,-,-,-,-,-,-,-
09:50:00,ATM+2500,19700,0.35,0.4,0.4,0.3,0.7,15:30:00,0.25,13:20:00,-,-,-,-,-,-,-,-
09:50:00,ATM+2600,19800,0.4,0.35,0.4,0.35,0.75,15:30:00,0.25,10:10:00,-,-,-,-,-,-,-,-
09:50:00,SPOT,SPOT,17182.55,17180.7,17189.0,17148.85,17200.5,11:35:00,17027.85,15:25:00,-,-,-,-,-,-,-,-
09:55:00,ATM-2100,15100,-,-,-,-,-,-,-,-,0.9,0.9,0.95,0.9,1.1,10:35:00,0.5,15:30:00
09:55:00,ATM-2050,15150,-,-,-,-,-,-,-,-,1.1,1.1,1.1,1.05,1.25,10:35:00,0.45,15:25:00
09:55:00,ATM-2000,15200,-,-,-,-,-,-,-,-,1.1,1.1,1.15,1.05,1.2,10:35:00,0.6,15:20:00
09:55:00,ATM-1900,15300,-,-,-,-,-,-,-,-,1.15,1.15,1.2,1.1,1.3,10:35:00,0.65,12:15:00
09:55:00,ATM-1800,15400,-,-,-,-,-,-,-,-,1.25,1.2,1.25,1.2,1.35,10:35:00,0.7,15:25:00
09:55:00,ATM-1700,15500,1689.65,1681.85,1690.0,1678.25,1690.7,11:35:00,1548.8,15:20:00,1.25,1.2,1.3,1.2,1.35,10:35:00,0.5,15:30:00
09:55:00,ATM-1650,15550,-,-,-,-,-,-,-,-,1.35,1.35,1.4,1.25,1.45,10:35:00,0.65,14:50:00
09:55:00,ATM-1600,15600,-,-,-,-,-,-,-,-,1.4,1.35,1.4,1.35,1.5,10:35:00,0.75,13:35:00
09:55:00,ATM-1550,15650,-,-,-,-,-,-,-,-,1.35,1.35,1.4,1.35,1.55,10:35:00,0.5,15:25:00
09:55:00,ATM-1500,15700,-,-,-,-,-,-,-,-,1.4,1.4,1.4,1.35,1.55,10:30:00,0.6,15:30:00
09:55:00,ATM-1450,15750,-,-,-,-,-,-,-,-,1.35,1.4,1.4,1.35,1.6,10:35:00,0.5,15:25:00
09:55:00,ATM-1400,15800,-,-,-,-,-,-,-,-,1.45,1.45,1.5,1.4,1.65,10:35:00,0.6,15:25:00
09:55:00,ATM-1350,15850,-,-,-,-,-,-,-,-,1.5,1.55,1.55,1.45,1.7,10:30:00,0.45,15:25:00
09:55:00,ATM-1300,15900,-,-,-,-,-,-,-,-,1.6,1.65,1.7,1.6,1.9,10:30:00,0.65,15:30:00
09:55:00,ATM-1250,15950,-,-,-,-,-,-,-,-,1.75,1.75,1.8,1.75,1.9,10:25:00,0.65,15:05:00
09:55:00,ATM-1200,16000,-,-,-,-,-,-,-,-,1.95,1.9,2.0,1.9,2.05,10:20:00,0.7,15:05:00
09:55:00,ATM-1150,16050,-,-,-,-,-,-,-,-,2.1,2.1,2.15,2.1,2.3,10:35:00,0.7,15:00:00
09:55:00,ATM-1100,16100,-,-,-,-,-,-,-,-,2.25,2.3,2.35,2.2,2.45,10:25:00,0.7,15:05:00
09:55:00,ATM-1050,16150,-,-,-,-,-,-,-,-,2.45,2.55,2.6,2.45,2.7,10:35:00,0.95,15:05:00
09:55:00,ATM-1000,16200,-,-,-,-,-,-,-,-,2.7,2.8,2.85,2.7,2.95,10:25:00,1.05,15:00:00
09:55:00,ATM-950,16250,-,-,-,-,-,-,-,-,3.0,3.15,3.3,3.0,3.4,10:25:00,1.25,14:45:00
09:55:00,ATM-900,16300,-,-,-,-,-,-,-,-,3.4,3.6,3.65,3.4,3.85,10:15:00,1.5,14:50:00
09:55:00,ATM-850,16350,812.0,812.0,812.0,812.0,841.55,10:20:00,704.05,15:20:00,3.8,4.05,4.2,3.8,4.55,10:15:00,1.6,14:50:00
09:55:00,ATM-800,16400,-,-,-,-,-,-,-,-,4.5,4.7,4.8,4.35,5.35,10:15:00,2.1,13:25:00
09:55:00,ATM-750,16450,-,-,-,-,-,-,-,-,5.1,5.35,5.55,5.1,6.35,10:15:00,2.45,14:50:00
09:55:00,ATM-700,16500,693.55,694.4,694.4,689.4,697.0,11:35:00,547.0,15:20:00,6.05,6.25,6.45,5.9,7.55,10:15:00,2.95,14:50:00
09:55:00,ATM-650,16550,-,-,-,-,-,-,-,-,6.85,7.05,7.35,6.7,8.85,10:15:00,3.3,14:50:00
09:55:00,ATM-600,16600,596.75,594.15,599.2,584.65,600.0,11:35:00,456.5,15:20:00,7.9,8.25,8.55,7.7,10.55,10:15:00,3.85,14:55:00
09:55:00,ATM-550,16650,-,-,-,-,-,-,-,-,8.8,9.45,9.85,8.8,12.35,10:15:00,4.4,14:55:00
09:55:00,ATM-500,16700,497.5,490.85,501.65,488.4,501.6,11:35:00,351.4,15:20:00,10.95,11.4,11.85,10.7,15.2,10:15:00,5.4,14:55:00
09:55:00,ATM-450,16750,450.7,450.7,453.95,438.3,452.0,11:35:00,307.35,15:20:00,13.2,13.85,14.2,12.9,18.4,10:15:00,6.7,14:55:00
09:55:00,ATM-400,16800,404.0,396.85,407.55,391.05,407.3,11:35:00,259.85,15:20:00,15.7,16.75,17.1,15.45,22.8,10:40:00,8.6,14:50:00
09:55:00,ATM-350,16850,359.75,348.85,360.3,347.8,360.5,11:35:00,216.55,15:20:00,19.1,20.5,20.9,18.6,28.75,10:40:00,11.25,14:50:00
09:55:00,ATM-300,16900,311.7,303.85,315.0,299.0,314.35,11:35:00,175.7,15:20:00,24.15,25.8,26.4,23.45,36.7,10:45:00,14.85,14:50:00
09:55:00,ATM-250,16950,270.65,261.9,271.35,256.7,270.65,09:55:00,140.0,15:20:00,30.55,32.8,33.55,29.65,47.35,15:15:00,19.95,14:50:00
09:55:00,ATM-200,17000,225.7,220.8,229.85,215.85,228.2,09:55:00,106.3,15:20:00,39.9,41.8,43.3,38.3,64.55,15:20:00,26.85,14:50:00
09:55:00,ATM-150,17050,189.2,182.65,190.9,178.35,189.75,09:55:00,79.1,15:20:00,50.6,53.65,55.65,49.15,87.6,15:15:00,36.8,14:50:00
09:55:00,ATM-100,17100,151.75,147.7,154.9,144.3,154.15,09:55:00,56.8,15:20:00,66.25,68.45,71.35,62.75,115.0,15:15:00,50.55,14:50:00
09:55:00,ATM-50,17150,120.75,116.7,122.8,114.15,122.55,09:55:00,39.6,15:20:00,84.7,87.65,91.3,81.15,147.45,15:20:00,69.2,14:50:00
09:55:00,ATM,17200,93.6,90.3,95.6,88.45,95.05,09:55:00,26.7,15:20:00,107.5,111.0,115.35,103.7,185.0,15:20:00,92.9,14:50:00
09:55:00,ATM+50,17250,70.85,68.0,72.6,66.7,72.0,09:55:00,17.5,15:20:00,135.0,138.45,143.8,130.55,225.1,15:20:00,121.6,11:35:00
09:55:00,ATM+100,17300,52.15,49.85,53.15,49.0,52.85,09:55:00,11.05,15:20:00,166.45,170.1,175.8,161.4,268.55,15:20:00,152.35,11:35:00
09:55:00,ATM+150,17350,37.8,35.3,38.0,34.8,37.85,09:55:00,6.55,15:25:00,197.5,206.4,211.0,195.9,314.4,15:20:00,188.0,11:35:00
09:55:00,ATM+200,17400,26.3,24.6,26.4,24.25,26.35,09:55:00,4.2,15:25:00,239.85,245.25,251.2,234.2,361.5,15:20:00,226.6,11:35:00
09:55:00,ATM+250,17450,17.5,16.5,17.8,16.45,17.8,09:55:00,2.95,15:30:00,280.5,280.5,293.15,276.9,408.45,15:20:00,270.0,11:35:00
09:55:00,ATM+300,17500,11.9,11.15,11.9,11.05,11.9,09:55:00,2.6,15:10:00,325.95,333.3,338.75,320.35,460.85,15:20:00,314.55,11:35:00
09:55:00,ATM+350,17550,7.6,7.25,7.75,7.2,7.75,09:55:00,2.05,14:45:00,-,-,-,-,-,-,-,-
09:55:00,ATM+400,17600,5.0,4.9,5.1,4.8,5.1,09:55:00,1.7,15:15:00,418.0,425.1,428.5,412.0,558.45,15:20:00,410.0,11:35:00
09:55:00,ATM+450,17650,3.5,3.4,3.5,3.35,3.5,09:55:00,1.45,15:00:00,465.0,472.0,472.0,465.0,600.85,15:15:00,459.4,11:35:00
09:55:00,ATM+500,17700,2.6,2.55,2.65,2.5,2.65,09:55:00,1.3,12:05:00,515.0,521.35,523.9,512.35,656.8,15:15:00,510.7,11:35:00
09:55:00,ATM+550,17750,2.1,2.15,2.15,2.1,2.15,09:55:00,1.15,12:05:00,-,-,-,-,-,-,-,-
09:55:00,ATM+600,17800,1.75,1.75,1.8,1.7,1.8,09:55:00,1.0,12:15:00,610.4,621.05,621.05,610.4,758.0,15:20:00,610.0,11:35:00
09:55:00,ATM+650,17850,1.6,1.65,1.65,1.6,1.65,09:55:00,0.9,12:30:00,-,-,-,-,-,-,-,-
09:55:00,ATM+700,17900,1.35,1.4,1.45,1.35,1.5,15:30:00,0.8,12:20:00,-,-,-,-,-,-,-,-
09:55:00,ATM+750,17950,1.35,1.35,1.35,1.3,1.5,15:25:00,0.8,12:05:00,795.5,795.5,795.5,795.5,898.95,15:25:00,762.15,11:30:00
09:55:00,ATM+800,18000,1.25,1.25,1.3,1.2,1.55,15:25:00,0.75,12:30:00,819.35,819.35,819.35,814.3,955.95,15:20:00,809.75,11:35:00
09:55:00,ATM+850,18050,1.1,1.15,1.15,1.1,1.45,15:30:00,0.65,12:35:00,-,-,-,-,-,-,-,-
09:55:00,ATM+900,18100,1.05,1.05,1.1,1.0,1.35,15:25:00,0.6,15:05:00,919.25,921.9,944.0,919.25,1043.8,15:20:00,919.25,09:55:00
09:55:00,ATM+950,18150,1.0,1.05,1.05,1.0,1.35,15:25:00,0.6,12:30:00,-,-,-,-,-,-,-,-
09:55:00,ATM+1000,18200,0.95,0.95,0.95,0.85,1.2,15:25:00,0.45,15:00:00,-,-,-,-,-,-,-,-
09:55:00,ATM+1050,18250,0.9,0.9,0.95,0.8,1.2,15:25:00,0.45,15:05:00,-,-,-,-,-,-,-,-
09:55:00,ATM+1100,18300,0.8,0.8,0.8,0.75,1.25,15:25:00,0.45,12:30:00,1113.3,1113.3,1116.1,1113.3,1254.4,15:15:00,1113.3,09:55:00
09:55:00,ATM+1150,18350,0.85,0.85,0.85,0.8,1.25,15:25:00,0.35,13:55:00,-,-,-,-,-,-,-,-
09:55:00,ATM+1200,18400,0.75,0.7,0.75,0.7,1.1,15:25:00,0.4,13:55:00,-,-,-,-,-,-,-,-
09:55:00,ATM+1250,18450,0.75,0.75,0.8,0.75,1.15,15:25:00,0.3,15:25:00,-,-,-,-,-,-,-,-
09:55:00,ATM+1300,18500,0.75,0.7,0.8,0.7,1.0,15:30:00,0.4,10:05:00,1320.0,1320.0,1321.3,1316.35,1460.65,15:20:00,1305.9,11:35:00
09:55:00,ATM+1350,18550,0.7,0.7,0.75,0.7,0.85,11:10:00,0.4,12:10:00,-,-,-,-,-,-,-,-
09:55:00,ATM+1400,18600,0.65,0.55,0.65,0.55,0.9,15:25:00,0.3,14:15:00,-,-,-,-,-,-,-,-
09:55:00,ATM+1450,18650,0.65,0.65,0.7,0.65,0.95,15:30:00,0.4,10:15:00,-,-,-,-,-,-,-,-
09:55:00,ATM+1500,18700,0.6,0.6,0.65,0.6,0.8,15:30:00,0.35,10:10:00,-,-,-,-,-,-,-,-
09:55:00,ATM+1600,18800,0.65,0.65,0.65,0.6,0.8,15:30:00,0.4,10:05:00,-,-,-,-,-,-,-,-
09:55:00,ATM+1650,18850,0.7,0.7,0.7,0.65,0.9,15:30:00,0.5,10:05:00,-,-,-,-,-,-,-,-
09:55:00,ATM+1700,18900,0.65,0.65,0.65,0.6,0.8,15:25:00,0.4,10:05:00,-,-,-,-,-,-,-,-
09:55:00,ATM+1800,19000,0.55,0.5,0.6,0.5,0.85,15:30:00,0.35,10:10:00,-,-,-,-,-,-,-,-
09:55:00,ATM+1900,19100,0.55,0.5,0.55,0.45,0.85,15:30:00,0.35,10:15:00,-,-,-,-,-,-,-,-
09:55:00,ATM+2000,19200,0.55,0.5,0.6,0.5,0.8,15:30:00,0.4,10:10:00,-,-,-,-,-,-,-,-
09:55:00,ATM+2100,19300,0.55,0.5,0.6,0.5,0.9,15:30:00,0.4,10:15:00,-,-,-,-,-,-,-,-
09:55:00,ATM+2200,19400,0.5,0.5,0.5,0.45,0.85,15:30:00,0.35,10:15:00,-,-,-,-,-,-,-,-
09:55:00,ATM+2300,19500,0.35,0.3,0.4,0.3,0.8,15:25:00,0.25,10:10:00,-,-,-,-,-,-,-,-
09:55:00,ATM+2400,19600,0.3,0.3,0.4,0.3,0.75,15:30:00,0.25,14:25:00,-,-,-,-,-,-,-,-
09:55:00,ATM+2500,19700,0.35,0.35,0.4,0.35,0.7,15:30:00,0.25,13:20:00,-,-,-,-,-,-,-,-
09:55:00,ATM+2600,19800,0.4,0.35,0.4,0.35,0.75,15:30:00,0.25,10:10:00,2619.7,2619.7,2620.0,2619.7,2758.35,15:20:00,2619.7,09:55:00
09:55:00,SPOT,SPOT,17191.15,17185.4,17192.5,17178.5,17200.5,11:35:00,17027.85,15:25:00,-,-,-,-,-,-,-,-
10:00:00,ATM-2100,15100,-,-,-,-,-,-,-,-,0.95,0.95,0.95,0.9,1.1,10:35:00,0.5,15:30:00
10:00:00,ATM-2050,15150,-,-,-,-,-,-,-,-,1.05,1.05,1.1,1.05,1.25,10:35:00,0.45,15:25:00
10:00:00,ATM-2000,15200,-,-,-,-,-,-,-,-,1.05,1.1,1.15,1.0,1.2,10:35:00,0.6,15:20:00
10:00:00,ATM-1950,15250,-,-,-,-,-,-,-,-,1.1,1.1,1.15,1.1,1.25,10:35:00,0.5,15:25:00
10:00:00,ATM-1900,15300,-,-,-,-,-,-,-,-,1.1,1.15,1.2,1.1,1.3,10:35:00,0.65,12:15:00
10:00:00,ATM-1850,15350,-,-,-,-,-,-,-,-,1.1,1.1,1.25,1.1,1.3,10:20:00,0.65,15:25:00
10:00:00,ATM-1800,15400,-,-,-,-,-,-,-,-,1.2,1.2,1.25,1.15,1.35,10:35:00,0.7,15:25:00
10:00:00,ATM-1750,15450,-,-,-,-,-,-,-,-,1.15,1.15,1.15,1.05,1.3,10:35:00,0.7,12:15:00
10:00:00,ATM-1700,15500,-,-,-,-,-,-,-,-,1.15,1.2,1.25,1.1,1.35,10:35:00,0.5,15:30:00
10:00:00,ATM-1650,15550,-,-,-,-,-,-,-,-,1.25,1.25,1.35,1.25,1.45,10:35:00,0.65,14:50:00
10:00:00,ATM-1600,15600,-,-,-,-,-,-,-,-,1.3,1.3,1.35,1.3,1.5,10:35:00,0.75,13:35:00
10:00:00,ATM-1550,15650,-,-,-,-,-,-,-,-,1.3,1.35,1.4,1.3,1.55,10:35:00,0.5,15:25:00
10:00:00,ATM-1500,15700,-,-,-,-,-,-,-,-,1.3,1.3,1.4,1.3,1.55,10:30:00,0.6,15:30:00
10:00:00,ATM-1450,15750,-,-,-,-,-,-,-,-,1.25,1.25,1.4,1.25,1.6,10:35:00,0.5,15:25:00
10:00:00,ATM-1400,15800,-,-,-,-,-,-,-,-,1.4,1.4,1.5,1.35,1.65,10:35:00,0.6,15:25:00
10:00:00,ATM-1350,15850,-,-,-,-,-,-,-,-,1.45,1.45,1.55,1.45,1.7,10:30:00,0.45,15:25:00
10:00:00,ATM-1300,15900,-,-,-,-,-,-,-,-,1.55,1.55,1.65,1.55,1.9,10:30:00,0.65,15:30:00
10:00:00,ATM-1250,15950,-,-,-,-,-,-,-,-,1.7,1.7,1.8,1.7,1.9,10:25:00,0.65,15:05:00
10:00:00,ATM-1200,16000,1180.0,1180.0,1187.0,1180.0,1194.4,11:35:00,1045.0,15:20:00,1.85,1.85,2.0,1.85,2.05,10:20:00,0.7,15:05:00
10:00:00,ATM-1150,16050,-,-,-,-,-,-,-,-,2.05,2.1,2.2,2.05,2.3,10:35:00,0.7,15:00:00
10:00:00,ATM-1100,16100,-,-,-,-,-,-,-,-,2.3,2.3,2.4,2.25,2.45,10:25:00,0.7,15:05:00
10:00:00,ATM-1050,16150,-,-,-,-,-,-,-,-,2.55,2.55,2.65,2.5,2.7,10:35:00,0.95,15:05:00
10:00:00,ATM-1000,16200,-,-,-,-,-,-,-,-,2.7,2.8,2.9,2.65,2.95,10:25:00,1.05,15:00:00
10:00:00,ATM-950,16250,-,-,-,-,-,-,-,-,3.2,3.3,3.35,3.15,3.4,10:25:00,1.25,14:45:00
10:00:00,ATM-900,16300,-,-,-,-,-,-,-,-,3.55,3.75,3.75,3.55,3.85,10:15:00,1.5,14:50:00
10:00:00,ATM-850,16350,-,-,-,-,-,-,-,-,4.1,4.25,4.3,3.95,4.55,10:15:00,1.6,14:50:00
10:00:00,ATM-800,16400,-,-,-,-,-,-,-,-,4.8,4.9,4.95,4.65,5.35,10:15:00,2.1,13:25:00
10:00:00,ATM-750,16450,-,-,-,-,-,-,-,-,5.55,5.8,5.8,5.35,6.35,10:15:00,2.45,14:50:00
10:00:00,ATM-700,16500,688.25,688.25,689.4,675.0,697.0,11:35:00,547.0,15:20:00,6.4,6.7,6.8,6.15,7.55,10:15:00,2.95,14:50:00
10:00:00,ATM-650,16550,-,-,-,-,-,-,-,-,7.35,7.7,7.7,7.05,8.85,10:15:00,3.3,14:50:00
10:00:00,ATM-600,16600,588.1,585.0,588.1,585.0,600.0,11:35:00,456.5,15:20:00,8.45,8.85,8.9,8.1,10.55,10:15:00,3.85,14:55:00
10:00:00,ATM-550,16650,-,-,-,-,-,-,-,-,9.75,10.2,10.2,9.45,12.35,10:15:00,4.4,14:55:00
10:00:00,ATM-500,16700,497.0,493.75,497.0,483.9,501.6,11:35:00,351.4,15:20:00,11.6,12.25,12.3,11.35,15.2,10:15:00,5.4,14:55:00
10:00:00,ATM-450,16750,-,-,-,-,-,-,-,-,13.9,14.6,14.65,13.7,18.4,10:15:00,6.7,14:55:00
