ATM-2150,ATM-2100,ATM-2050,ATM-2000,ATM-1950,ATM-1900,ATM-1850,ATM-1800,ATM-1750,ATM-1700,ATM-1650,ATM-1600,ATM-1550,ATM-1500,ATM-1450,ATM-1400,ATM-1350,ATM-1300,ATM-1250,ATM-1200,ATM-1150,ATM-1100,ATM-1050,ATM-1000,ATM-950,ATM-900,ATM-850,ATM-800,ATM-750,ATM-700,ATM-650,ATM-600,ATM-550,ATM-500,ATM-450,ATM-400,ATM-350,ATM-300,ATM-250,ATM-200,ATM-150,ATM-100,ATM-50,ATM,ATM+50,ATM+100,ATM+150,ATM+200,ATM+250,ATM+300,ATM+350,ATM+400,ATM+450,ATM+500,ATM+550,ATM+600,ATM+650,ATM+700,ATM+750,ATM+800,ATM+850,ATM+900,ATM+950,ATM+1000,ATM+1050,ATM+1100,ATM+1150,ATM+1200,ATM+1250,ATM+1300,ATM+1350,ATM+1400,ATM+1450,ATM+1500,ATM+1550,ATM+1650,ATM+1750,ATM+1800,ATM+1850,ATM+1950,ATM+2000,ATM+2150,ATM+2250,ATM+2350,ATM+2450,ATM+2500,ATM+2550
15100,15150,15200,15250,15300,15350,15400,15450,15500,15550,15600,15650,15700,15750,15800,15850,15900,15950,16000,16050,16100,16150,16200,16250,16300,16350,16400,16450,16500,16550,16600,16650,16700,16750,16800,16850,16900,16950,17000,17050,17100,17150,17200,17250,17300,17350,17400,17450,17500,17550,17600,17650,17700,17750,17800,17850,17900,17950,18000,18050,18100,18150,18200,18250,18300,18350,18400,18450,18500,18550,18600,18650,18700,18750,18800,18900,19000,19050,19100,19200,19250,19400,19500,19600,19700,19750,19800
